User Id,Datetime,Amount
2,01-10-2022 18:03,55000
2,03-10-2022 02:39,117349
2,04-10-2022 22:42,19000
2,05-10-2022 09:30,36000
2,08-10-2022 21:15,13000
2,09-10-2022 05:23,11400
2,10-10-2022 19:38,42000
2,11-10-2022 20:23,120000
2,14-10-2022 08:00,46689
2,15-10-2022 14:45,110000
2,15-10-2022 17:38,2762
2,17-10-2022 07:12,27000
2,20-10-2022 10:16,35000
2,21-10-2022 05:10,43000
2,23-10-2022 07:13,123700
2,23-10-2022 13:17,47500
2,27-10-2022 10:48,77900
2,30-10-2022 06:13,119215
2,30-10-2022 21:54,123700
2,31-10-2022 01:05,100000
5,08-10-2022 00:59,3500
5,08-10-2022 04:45,10000
5,09-10-2022 11:22,1500
5,10-10-2022 00:59,4200
5,12-10-2022 19:09,1500
5,15-10-2022 20:03,1500
5,18-10-2022 19:52,1500
5,25-10-2022 01:35,1000
5,31-10-2022 21:05,8000
7,26-10-2022 21:57,6617
9,01-10-2022 11:08,49900
9,02-10-2022 20:55,11895
9,04-10-2022 15:27,19880
9,05-10-2022 14:08,19925
9,12-10-2022 19:57,10640
9,15-10-2022 04:17,15580
9,20-10-2022 23:25,5540
9,26-10-2022 13:02,20076
9,28-10-2022 10:49,18020
11,01-10-2022 13:12,2500
11,04-10-2022 18:40,4000
11,06-10-2022 02:45,6000
11,07-10-2022 03:13,2000
11,08-10-2022 01:59,4000
11,09-10-2022 08:47,6500
11,10-10-2022 08:30,5000
11,11-10-2022 03:45,3000
11,12-10-2022 01:07,2500
11,14-10-2022 06:19,6000
11,15-10-2022 04:31,7000
11,19-10-2022 09:00,1000
11,21-10-2022 09:11,3500
11,22-10-2022 17:53,5000
11,22-10-2022 17:55,3000
11,23-10-2022 15:27,4500
11,24-10-2022 21:34,4500
11,25-10-2022 14:11,2000
11,27-10-2022 05:40,4500
11,27-10-2022 20:11,8000
11,29-10-2022 11:23,4000
11,29-10-2022 21:14,6000
11,30-10-2022 21:15,3000
11,31-10-2022 23:57,4000
12,01-10-2022 01:27,1800
12,09-10-2022 20:17,480
12,10-10-2022 02:43,805
12,11-10-2022 21:31,650
12,14-10-2022 16:56,2010
12,26-10-2022 05:44,12000
12,28-10-2022 22:58,691
12,29-10-2022 15:49,1850
16,01-10-2022 06:52,9999
16,01-10-2022 19:34,8222
16,02-10-2022 19:45,10842
16,03-10-2022 02:50,11224
16,04-10-2022 11:53,21198
16,05-10-2022 00:32,6233
16,06-10-2022 18:28,7598
16,08-10-2022 21:11,3738
16,09-10-2022 07:56,5191
16,09-10-2022 20:10,10200
16,09-10-2022 21:08,5000
16,10-10-2022 18:09,7500
16,12-10-2022 00:48,11365
16,15-10-2022 04:46,10000
16,16-10-2022 12:36,6595
16,16-10-2022 21:11,24710
16,17-10-2022 15:37,10000
16,18-10-2022 00:46,17949
16,18-10-2022 07:27,16000
16,18-10-2022 20:21,15799
16,18-10-2022 22:29,9000
16,19-10-2022 19:44,3422
16,20-10-2022 03:04,13566
16,21-10-2022 15:28,20000
16,22-10-2022 04:35,5267
16,22-10-2022 17:44,5700
16,22-10-2022 20:15,17949
16,22-10-2022 23:24,14000
16,23-10-2022 06:19,9003
16,23-10-2022 06:50,9999
16,24-10-2022 03:38,15000
16,25-10-2022 20:39,9597
16,26-10-2022 07:38,10000
16,26-10-2022 14:18,9999
16,27-10-2022 17:49,2110
16,28-10-2022 12:32,19932
16,29-10-2022 14:38,9999
16,29-10-2022 18:14,6000
16,30-10-2022 16:22,8481
18,05-10-2022 05:12,4000
18,08-10-2022 10:14,1000
18,08-10-2022 13:19,4000
18,09-10-2022 13:05,1000
18,23-10-2022 05:25,2000
18,23-10-2022 18:18,1000
19,14-10-2022 03:14,16000
19,27-10-2022 13:42,9500
20,03-10-2022 11:52,10000
20,17-10-2022 19:23,10000
23,04-10-2022 04:51,34000
23,19-10-2022 19:05,65000
23,20-10-2022 16:16,50000
23,22-10-2022 19:11,60000
23,27-10-2022 21:10,70000
23,30-10-2022 17:36,52000
25,05-10-2022 02:36,7500
25,27-10-2022 09:27,9500
27,01-10-2022 06:44,6000
27,06-10-2022 22:38,173581
30,18-10-2022 23:49,152145
31,01-10-2022 14:13,2000
31,01-10-2022 21:43,6000
31,03-10-2022 00:48,1596
31,03-10-2022 01:12,1422
31,03-10-2022 11:54,4000
31,03-10-2022 15:28,4300
31,04-10-2022 02:24,1851
31,05-10-2022 18:06,3000
31,06-10-2022 00:37,4000
31,06-10-2022 21:46,1500
31,07-10-2022 04:29,3100
31,07-10-2022 20:43,2837
31,07-10-2022 21:48,300
31,09-10-2022 05:11,1822
31,11-10-2022 19:59,943
31,12-10-2022 07:38,1200
31,12-10-2022 13:40,1300
31,13-10-2022 12:45,4000
31,14-10-2022 10:08,4663
31,15-10-2022 03:34,3200
31,17-10-2022 01:30,2500
31,17-10-2022 05:59,300
31,17-10-2022 09:00,795
31,17-10-2022 13:58,4000
31,18-10-2022 08:24,3200
31,24-10-2022 06:45,2927
31,24-10-2022 23:27,3800
31,25-10-2022 05:25,300
31,27-10-2022 03:01,500
31,27-10-2022 13:04,3900
31,29-10-2022 17:50,3027
32,05-10-2022 18:53,5491
32,11-10-2022 22:41,300
33,02-10-2022 12:49,8000
33,04-10-2022 03:46,9000
33,05-10-2022 03:49,1000
33,10-10-2022 19:30,7000
33,22-10-2022 05:59,8000
36,06-10-2022 18:36,11000
37,16-10-2022 00:46,3021
37,22-10-2022 04:17,2521
37,26-10-2022 11:00,3021
39,02-10-2022 02:12,14200
39,02-10-2022 22:02,25701
39,06-10-2022 14:24,14000
39,09-10-2022 07:23,15817
39,11-10-2022 11:51,40000
39,11-10-2022 20:33,15500
39,18-10-2022 21:39,14377
39,27-10-2022 10:26,11725
44,26-10-2022 16:01,500
45,13-10-2022 09:56,26000
45,13-10-2022 22:11,5000
45,14-10-2022 07:02,16000
45,15-10-2022 03:25,15000
45,18-10-2022 05:03,4000
45,18-10-2022 10:10,16000
45,19-10-2022 11:33,31000
45,24-10-2022 15:46,5000
45,27-10-2022 23:24,16000
47,01-10-2022 01:01,3637
47,01-10-2022 02:52,1873
47,02-10-2022 05:45,5617
47,02-10-2022 10:49,1700
47,03-10-2022 08:04,2500
47,03-10-2022 12:32,3110
47,04-10-2022 04:11,2800
47,04-10-2022 08:04,5000
47,04-10-2022 15:19,1770
47,04-10-2022 15:26,1569
47,05-10-2022 07:28,2459
47,05-10-2022 20:20,2300
47,05-10-2022 22:55,1900
47,06-10-2022 03:32,1800
47,06-10-2022 12:51,3000
47,07-10-2022 17:02,2336
47,08-10-2022 12:10,4500
47,08-10-2022 14:11,2386
47,08-10-2022 15:26,1000
47,08-10-2022 16:16,3137
47,08-10-2022 18:17,6000
47,09-10-2022 06:48,2300
47,09-10-2022 22:41,1990
47,10-10-2022 02:47,2000
47,10-10-2022 07:30,1111
47,10-10-2022 10:19,3000
47,10-10-2022 20:45,5900
47,11-10-2022 10:03,8100
47,11-10-2022 21:50,2633
47,12-10-2022 01:55,1882
47,12-10-2022 12:42,1320
47,12-10-2022 16:17,9462
47,12-10-2022 16:47,6000
47,13-10-2022 03:29,3555
47,13-10-2022 15:46,7000
47,14-10-2022 03:56,3555
47,14-10-2022 05:37,2700
47,14-10-2022 18:46,7700
47,15-10-2022 01:06,1800
47,15-10-2022 05:07,4255
47,15-10-2022 23:38,4099
47,16-10-2022 07:30,2186
47,16-10-2022 17:40,542
47,17-10-2022 03:26,1850
47,18-10-2022 00:49,1611
47,18-10-2022 14:45,6000
47,19-10-2022 11:44,1179
47,19-10-2022 23:58,3500
47,20-10-2022 06:31,1682
47,20-10-2022 19:56,5117
47,21-10-2022 22:42,2285
47,22-10-2022 23:31,1300
47,23-10-2022 07:23,4500
47,24-10-2022 20:51,1000
47,25-10-2022 02:57,500
47,25-10-2022 13:09,9999
47,26-10-2022 02:10,1188
47,26-10-2022 08:37,3180
47,27-10-2022 03:05,3080
47,27-10-2022 04:06,2500
47,27-10-2022 14:55,4900
47,28-10-2022 02:33,1500
47,28-10-2022 04:47,1120
47,28-10-2022 07:13,7100
47,28-10-2022 08:07,5500
47,28-10-2022 19:46,1566
47,29-10-2022 14:31,2500
47,29-10-2022 20:31,850
47,29-10-2022 21:49,2222
47,30-10-2022 07:06,8100
47,30-10-2022 14:01,1800
47,30-10-2022 22:48,9800
47,30-10-2022 22:59,1111
47,31-10-2022 02:13,2000
47,31-10-2022 06:03,4896
47,31-10-2022 17:57,8800
50,07-10-2022 00:22,2000
50,11-10-2022 06:08,3000
50,25-10-2022 12:20,2000
50,26-10-2022 14:01,1000
50,27-10-2022 16:53,1000
51,11-10-2022 23:28,17900
52,02-10-2022 10:37,9520
55,06-10-2022 08:11,2000
55,29-10-2022 18:35,179
59,06-10-2022 01:14,13067
59,13-10-2022 16:20,7423
59,16-10-2022 04:47,8000
59,20-10-2022 04:08,11783
59,20-10-2022 19:14,9049
59,31-10-2022 04:50,11783
59,31-10-2022 16:49,6783
60,06-10-2022 00:47,5000
60,06-10-2022 13:46,7000
60,07-10-2022 17:56,8500
60,10-10-2022 00:23,10000
60,10-10-2022 15:15,7000
60,11-10-2022 09:58,20000
60,11-10-2022 17:03,13000
60,13-10-2022 06:03,8000
60,15-10-2022 21:09,3000
60,17-10-2022 04:29,5500
60,22-10-2022 21:02,4000
60,23-10-2022 06:39,15000
60,23-10-2022 13:27,5500
60,26-10-2022 06:30,5000
60,31-10-2022 04:31,10000
62,25-10-2022 05:36,18000
63,07-10-2022 04:34,12000
64,04-10-2022 03:55,3700
64,04-10-2022 23:55,3000
64,07-10-2022 11:24,4800
64,07-10-2022 12:31,4900
64,10-10-2022 18:40,2000
64,12-10-2022 06:36,1600
64,14-10-2022 14:19,6100
64,18-10-2022 16:13,4600
64,21-10-2022 18:57,3500
64,31-10-2022 15:21,4000
71,09-10-2022 16:33,500
71,21-10-2022 05:16,1100
72,14-10-2022 18:42,3000
72,16-10-2022 08:21,2791
72,31-10-2022 16:23,4000
74,01-10-2022 15:14,2080
74,10-10-2022 11:07,9889
74,13-10-2022 23:34,1200
75,04-10-2022 05:22,3000
75,09-10-2022 19:57,5000
75,29-10-2022 03:28,5000
76,02-10-2022 08:11,1659
76,22-10-2022 12:47,2500
77,12-10-2022 02:10,15000
78,02-10-2022 05:06,22000
78,02-10-2022 17:11,38000
78,03-10-2022 09:08,54000
78,03-10-2022 09:09,31000
78,03-10-2022 18:02,5000
78,07-10-2022 04:46,11000
78,07-10-2022 15:29,49000
78,08-10-2022 16:27,8600
78,08-10-2022 16:52,57500
78,08-10-2022 20:08,25000
78,09-10-2022 12:29,52500
78,10-10-2022 19:32,25000
78,11-10-2022 14:23,18900
78,12-10-2022 20:18,27000
78,12-10-2022 20:50,10000
78,13-10-2022 09:14,59000
78,13-10-2022 15:55,10000
78,13-10-2022 18:02,20000
78,14-10-2022 03:50,32000
78,15-10-2022 02:01,20000
78,15-10-2022 19:03,32000
78,16-10-2022 06:48,51000
78,18-10-2022 01:37,15000
78,18-10-2022 16:24,40000
78,19-10-2022 21:59,14000
78,19-10-2022 22:29,9000
78,21-10-2022 14:31,49000
78,22-10-2022 02:33,40000
78,22-10-2022 11:20,45000
78,22-10-2022 12:19,42500
78,24-10-2022 04:11,15000
78,25-10-2022 06:55,15000
78,25-10-2022 07:21,10000
78,25-10-2022 11:01,50000
78,25-10-2022 14:33,54000
78,25-10-2022 17:08,60000
78,25-10-2022 18:35,22000
78,25-10-2022 20:49,55000
78,26-10-2022 23:51,9900
78,27-10-2022 00:14,27500
78,27-10-2022 04:00,49000
78,27-10-2022 17:03,27000
78,28-10-2022 15:43,20000
78,29-10-2022 14:57,35000
78,31-10-2022 00:53,10000
78,31-10-2022 07:48,60000
78,31-10-2022 22:24,52500
80,26-10-2022 13:41,100000
82,03-10-2022 19:40,1100
82,04-10-2022 11:54,6000
82,04-10-2022 20:50,19000
82,06-10-2022 21:33,1100
82,08-10-2022 06:30,900
82,08-10-2022 13:29,2600
82,08-10-2022 14:54,39650
82,09-10-2022 12:36,10000
82,09-10-2022 21:07,24000
82,11-10-2022 03:01,23500
82,11-10-2022 10:50,1700
82,13-10-2022 23:39,66000
82,14-10-2022 02:16,24000
82,14-10-2022 02:25,23200
82,14-10-2022 03:52,6000
82,15-10-2022 20:12,37120
82,16-10-2022 03:23,23320
82,16-10-2022 12:24,11610
82,16-10-2022 13:11,19000
82,16-10-2022 14:37,5700
82,16-10-2022 15:48,38800
82,17-10-2022 13:40,12330
82,17-10-2022 23:38,25000
82,18-10-2022 12:03,600
82,18-10-2022 23:42,16500
82,20-10-2022 05:54,57000
82,21-10-2022 19:32,25000
82,22-10-2022 03:39,20000
82,23-10-2022 00:36,39300
82,23-10-2022 09:16,10000
82,25-10-2022 23:26,17000
82,26-10-2022 11:19,24100
82,26-10-2022 19:44,2500
82,27-10-2022 04:57,12030
82,28-10-2022 06:17,14000
82,28-10-2022 19:41,25000
82,29-10-2022 05:34,61000
82,31-10-2022 09:14,24500
82,31-10-2022 09:50,39300
82,31-10-2022 16:53,10000
85,14-10-2022 20:56,7250
85,21-10-2022 11:38,15000
85,25-10-2022 00:27,8000
93,02-10-2022 07:31,22000
93,02-10-2022 09:51,33000
93,04-10-2022 11:30,25000
93,07-10-2022 00:03,3019
93,07-10-2022 03:17,8043
93,07-10-2022 21:02,15900
93,08-10-2022 01:26,26000
93,10-10-2022 20:02,10100
93,13-10-2022 13:09,18000
93,13-10-2022 19:20,77000
93,14-10-2022 20:24,31000
93,16-10-2022 07:29,25000
93,18-10-2022 01:56,30000
93,19-10-2022 05:57,3000
93,19-10-2022 15:21,23000
93,21-10-2022 16:24,30000
93,23-10-2022 00:17,21000
93,24-10-2022 22:19,27000
93,25-10-2022 11:39,1500
93,25-10-2022 17:46,3990
93,26-10-2022 22:43,30400
93,29-10-2022 19:38,20022
93,31-10-2022 08:34,13000
93,31-10-2022 09:28,14500
94,21-10-2022 20:54,10000
97,01-10-2022 11:42,12000
97,02-10-2022 19:54,5000
97,08-10-2022 00:17,8000
97,09-10-2022 14:52,21000
97,10-10-2022 02:27,4000
97,17-10-2022 22:55,5000
97,18-10-2022 09:28,6000
97,20-10-2022 11:03,7000
97,21-10-2022 12:12,6000
97,24-10-2022 05:02,6500
97,26-10-2022 03:22,5000
97,26-10-2022 22:23,7000
97,29-10-2022 01:18,11500
97,31-10-2022 00:20,3000
99,01-10-2022 11:36,61791
99,01-10-2022 12:08,23198
99,02-10-2022 00:36,43478
99,04-10-2022 02:06,154346
99,06-10-2022 17:48,30656
99,08-10-2022 05:09,447723
99,11-10-2022 03:03,320263
99,12-10-2022 01:23,462661
99,13-10-2022 10:32,25452
99,14-10-2022 07:01,66151
99,15-10-2022 01:53,240324
99,20-10-2022 01:09,23527
99,27-10-2022 22:53,178052
99,29-10-2022 19:23,154046
99,30-10-2022 07:18,171473
101,30-10-2022 20:01,40000
102,18-10-2022 08:55,6000
102,25-10-2022 00:07,2000
104,11-10-2022 05:50,6000
104,20-10-2022 18:57,18000
104,30-10-2022 15:21,40000
106,02-10-2022 08:55,10000
106,07-10-2022 20:47,3000
106,14-10-2022 08:51,5500
106,20-10-2022 01:04,4000
106,21-10-2022 20:26,5500
106,26-10-2022 16:23,3427
106,27-10-2022 10:24,1000
107,05-10-2022 00:05,3000
107,05-10-2022 05:24,9000
